"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorTFIDFCosine record1Value","[0] BookTitleComparatorTFIDFCosine record2Value","[0] BookTitleComparatorTFIDFCosine record1PreprocessedValue","[0] BookTitleComparatorTFIDFCosine record2PreprocessedValue","[0] BookTitleComparatorTFIDFCosine similarity","[0] BookTitleComparatorTFIDFCosine postproccesedSimilarity","[1] BookAuthorComparatorJaccard record1Value","[1] BookAuthorComparatorJaccard record2Value","[1] BookAuthorComparatorJaccard record1PreprocessedValue","[1] BookAuthorComparatorJaccard record2PreprocessedValue","[1] BookAuthorComparatorJaccard similarity","[1] BookAuthorComparatorJaccard postproccesedSimilarity","[2] BookGenreComparatorJaccard record1Value","[2] BookGenreComparatorJaccard record2Value","[2] BookGenreComparatorJaccard record1PreprocessedValue","[2] BookGenreComparatorJaccard record2PreprocessedValue","[2] BookGenreComparatorJaccard similarity","[2] BookGenreComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","Goodreads_books_2758","Amazon_10397","0.8999999999999999",,"Attack on Titan: No Regrets, Vol. 1","Attack On Titan 13","Attack on Titan: No Regrets, Vol. 1","Attack On Titan 13","1.0","1.0","Hajime Isayama","Hajime Isayama","Hajime Isayama","Hajime Isayama","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_12998","Amazon_1349","0.9999999999999999","0","I Am a Strange Loop","I Am a Strange Loop","I Am a Strange Loop","I Am a Strange Loop","1.0","1.0","Douglas R. Hofstadter","Douglas R. Hofstadter","Douglas R. Hofstadter","Douglas R. Hofstadter","1.0","1.0","Science","Science","Science","Science","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_28778","Amazon_18950","0.8999999999999999",,"Where Men Win Glory: The Odyssey of Pat Tillman","Where Men Win Glory","Where Men Win Glory: The Odyssey of Pat Tillman","Where Men Win Glory","1.0","1.0","Jon Krakauer","Jon Krakauer","Jon Krakauer","Jon Krakauer","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30626","Amazon_5102","0.8999999999999999",,"Foundation","Foundation","Foundation","Foundation","1.0","1.0","Isaac Asimov","Isaac Asimov","Isaac Asimov","Isaac Asimov","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_35518","Amazon_10747","0.8999999999999999",,"The Walking Dead, Book One","The Walking Dead Book 8","The Walking Dead, Book One","The Walking Dead Book 8","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_9340","Amazon_1529","0.0",,"The Conquest of the Incas","The Coding Manual for Qualitative Researchers","The Conquest of the Incas","The Coding Manual for Qualitative Researchers","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_1775","Amazon_2821","0.8999999999999999",,"Everything I Know About Love","Everything I Know About Love","Everything I Know About Love","Everything I Know About Love","1.0","1.0","Dolly Alderton","Dolly Alderton","Dolly Alderton","Dolly Alderton","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_13900","Amazon_21131","0.8999999999999999",,"King Arthur and His Knights of the Round Table","King Arthur and His Knights of the Round Table","King Arthur and His Knights of the Round Table","King Arthur and His Knights of the Round Table","1.0","1.0","Roger Lancelyn Green","Roger Lancelyn Green","Roger Lancelyn Green","Roger Lancelyn Green","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3937","Amazon_11859","0.6",,"The Diary of Anaïs Nin, Vol. 1: 1931-1934","The Diary of a Young Girl","The Diary of Anaïs Nin, Vol. 1: 1931-1934","The Diary of a Young Girl","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_26515","Amazon_18546","0.09999999999999999",,"The Camelot Code","The Captain Class","The Camelot Code","The Captain Class","0.0","0.0","Sam Christer","Sam Walker","Sam Christer","Sam Walker","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21578","Amazon_2685","0.0",,"Michael Collins: The Man Who Made Ireland","Michael","Michael Collins: The Man Who Made Ireland","Michael","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_8210","Amazon_15690","0.1",,"How to Cook Everything: Simple Recipes for Great Food","How to Travel the World on $50 a Day - Third Edition","How to Cook Everything: Simple Recipes for Great Food","How to Travel the World on $50 a Day - Third Edition","0.0","0.0","","","","","0.0","0.0","Reference","Reference","Reference","Reference","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_15135","Amazon_21583","0.0",,"I Had Trouble in Getting to Solla Sollew","I Had to Survive","I Had Trouble in Getting to Solla Sollew","I Had to Survive","0.0","0.0","Dr. Seuss","Dr. Roberto Canessa","Dr. Seuss","Dr. Roberto Canessa","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_14471","Amazon_16799","0.0",,"Spiritual Leadership: Moving People on to God's Agenda","Spiritual Formation","Spiritual Leadership: Moving People on to God's Agenda","Spiritual Formation","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_6746","Amazon_7035","0.0",,"The MacArthur Daily Bible: Read through the Bible in one year, with notes from John MacArthur","The Martian","The MacArthur Daily Bible: Read through the Bible in one year, with notes from John MacArthur","The Martian","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_16720","Amazon_10564","0.8999999999999999",,"Death Note: Black Edition, Vol. 6","Death Note Black Edition, Vol. 5","Death Note: Black Edition, Vol. 6","Death Note Black Edition, Vol. 5","1.0","1.0","Tsugumi Ohba","Tsugumi Ohba","Tsugumi Ohba","Tsugumi Ohba","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_13601","Amazon_2258","0.8999999999999999",,"Avatar: The Last Airbender: The Promise, Part 2","Avatar: The Last Airbender#the Search Part 2","Avatar: The Last Airbender: The Promise, Part 2","Avatar: The Last Airbender#the Search Part 2","1.0","1.0","Gene Luen Yang","Gene Luen Yang","Gene Luen Yang","Gene Luen Yang","1.0","1.0","Sequential Art-Comics","Art","Sequential Art-Comics","Art","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32205","Amazon_11875","0.0",,"The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny","The Monuments Men","The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny","The Monuments Men","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_28828","Amazon_10781","0.09999999999999999",,"Asterix the Legionary","Asterix: Asterix and the Cauldron","Asterix the Legionary","Asterix: Asterix and the Cauldron","0.0","0.0","René Goscinny","Rene Goscinny","René Goscinny","Rene Goscinny","0.3333333333333333","0.3333333333333333","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38842","Amazon_16632","0.0",,"The Walking Dead, Vol. 3: Safety Behind Bars","The Way of Blessing","The Walking Dead, Vol. 3: Safety Behind Bars","The Way of Blessing","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_27834","Amazon_20578","0.09999999999999999",,"The Truth","The Treehouse Book","The Truth","The Treehouse Book","0.0","0.0","Peter James","Peter Nelson","Peter James","Peter Nelson","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_1539","Amazon_3351","0.0",,"The Mighty Miss Malone","The Missionary Position","The Mighty Miss Malone","The Missionary Position","0.0","0.0","Christopher Paul Curtis","Christopher Hitchens","Christopher Paul Curtis","Christopher Hitchens","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31989","Amazon_3153","0.9999999999999999",,"The Right Stuff","The Right Stuff","The Right Stuff","The Right Stuff","1.0","1.0","Tom Wolfe","Tom Wolfe","Tom Wolfe","Tom Wolfe","1.0","1.0","Biography","Biography","Biography","Biography","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32611","Amazon_13104","0.8999999999999999",,"Calvin and Hobbes","Calvin And Hobbes Volume 2: One Day the Wind Will Change","Calvin and Hobbes","Calvin And Hobbes Volume 2: One Day the Wind Will Change","1.0","1.0","Bill Watterson","Bill Watterson","Bill Watterson","Bill Watterson","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_18693","Amazon_11051","0.0",,"The Madman's Middle Way: Reflections on Reality of the Tibetan Monk Gendun Chopel","The Mastery of Love","The Madman's Middle Way: Reflections on Reality of the Tibetan Monk Gendun Chopel","The Mastery of Love","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4613","Amazon_7144","0.0",,"The Moon's a Balloon","The Modern Break-Up","The Moon's a Balloon","The Modern Break-Up","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_10538","Amazon_15147","0.0",,"The Complete Yes Minister","The Complete Poems of John Keats","The Complete Yes Minister","The Complete Poems of John Keats","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33972","Amazon_18101","0.9999999999999999",,"Foundation and Earth","Foundation And Earth","Foundation and Earth","Foundation And Earth","1.0","1.0","Isaac Asimov","Isaac Asimov","Isaac Asimov","Isaac Asimov","1.0","1.0","Science Fiction","Science-Fiction","Science Fiction","Science-Fiction","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_822","Amazon_14144","0.6","0","The Geography of You and Me","The Genius of Birds","The Geography of You and Me","The Genius of Birds","1.0","1.0","Jennifer E. Smith","Jennifer Ackerman","Jennifer E. Smith","Jennifer Ackerman","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_36475","Amazon_10839","0.8999999999999999",,"Death Note, Vol. 9: Contact","Death Note, Vol. 9","Death Note, Vol. 9: Contact","Death Note, Vol. 9","1.0","1.0","Tsugumi Ohba","Tsugumi Ohba","Tsugumi Ohba","Tsugumi Ohba","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_957","Amazon_7065","0.3",,"Ancillary Mercy","Ancillary Justice","Ancillary Mercy","Ancillary Justice","0.0","0.0","Ann Leckie","Ann Leckie","Ann Leckie","Ann Leckie","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_29418","Amazon_11737","0.0",,"The Shifter","The Shortest History of Germany","The Shifter","The Shortest History of Germany","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_18114","Amazon_22450","0.4",,"Adrift: Seventy-Six Days Lost at Sea","Adrift","Adrift: Seventy-Six Days Lost at Sea","Adrift","0.0","0.0","Steven Callahan","Steven Callahan","Steven Callahan","Steven Callahan","1.0","1.0","Travel","Travel","Travel","Travel","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_22125","Amazon_15160","0.0",,"The Roald Dahl Collection","The Road Not Taken, and Other Poems","The Roald Dahl Collection","The Road Not Taken, and Other Poems","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_9594","Amazon_16416","0.0",,"The Process","The Practice of the Presence of God and the Spiritual Maxims","The Process","The Practice of the Presence of God and the Spiritual Maxims","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_9986","Amazon_15534","0.0",,"The Matador's Crown","The Man in the Iron Mask","The Matador's Crown","The Man in the Iron Mask","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_29720","Amazon_9861","0.3",,"Tender: Volume I: A Cook and His Vegetable Patch","Tender","Tender: Volume I: A Cook and His Vegetable Patch","Tender","0.0","0.0","Nigel Slater","Nigel Slater","Nigel Slater","Nigel Slater","1.0","1.0","Food and Drink-Food","Food","Food and Drink-Food","Food","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","Goodreads_books_23601","Amazon_22550","0.0",,"The Romantic Dogs","The Rough Guide to Sri Lanka","The Romantic Dogs","The Rough Guide to Sri Lanka","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33994","Amazon_14868","0.0",,"The Rook","The Road to Character","The Rook","The Road to Character","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_2556","Amazon_3334","0.0",,"The Complete Saki","The Confessions of St.Augustine","The Complete Saki","The Confessions of St.Augustine","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33061","Amazon_3081","0.8999999999999999",,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","Hyperbole and a Half","Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","Hyperbole and a Half","1.0","1.0","Allie Brosh","Allie Brosh","Allie Brosh","Allie Brosh","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_29494","Amazon_19104","0.0",,"How To Be Cool","How to Survive","How To Be Cool","How to Survive","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_11601","Amazon_4800","0.0",,"The Moth","The Mortal Instruments 2: City of Ashes","The Moth","The Mortal Instruments 2: City of Ashes","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_15353","Amazon_8445","0.0",,"The Honest Truth About Dishonesty: How We Lie to Everyone--Especially Ourselves","The Horse, the Wheel, and Language","The Honest Truth About Dishonesty: How We Lie to Everyone--Especially Ourselves","The Horse, the Wheel, and Language","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_22102","Amazon_9282","0.3",,"Heston's Fantastical Feasts","Heston Blumenthal at Home","Heston's Fantastical Feasts","Heston Blumenthal at Home","0.0","0.0","Heston Blumenthal","Heston Blumenthal","Heston Blumenthal","Heston Blumenthal","1.0","1.0","Food and Drink-Food","Food","Food and Drink-Food","Food","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4877","Amazon_4015","0.0",,"What the Living Do: Poems","What They Don't Teach You At Harvard Business School","What the Living Do: Poems","What They Don't Teach You At Harvard Business School","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_34323","Amazon_14366","0.0",,"The Peacegiver: How Christ Offers to Heal Our Hearts and Homes","The Peregrine","The Peacegiver: How Christ Offers to Heal Our Hearts and Homes","The Peregrine","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_35518","Amazon_10735","0.8999999999999999",,"The Walking Dead, Book One","The Walking Dead Volume 30: New World Order","The Walking Dead, Book One","The Walking Dead Volume 30: New World Order","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_11604","Amazon_18796","0.0",,"The Arsonist","The Art of War","The Arsonist","The Art of War","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_35502","Amazon_9135","0.0",,"The Complete Poems","The Complete Yes Prime Minister","The Complete Poems","The Complete Yes Prime Minister","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3479","Amazon_17097","0.9999999999999999",,"Demelza","Demelza","Demelza","Demelza","1.0","1.0","Winston Graham","Winston Graham","Winston Graham","Winston Graham","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_27395","Amazon_21048","0.0",,"The Boys of My Youth","The Boy in the Striped Pajamas","The Boys of My Youth","The Boy in the Striped Pajamas","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21173","Amazon_9963","0.0",,"The Collected Stories of Stefan Zweig","The Complete Guide to Hunting, Butchering, and Cooking Wild Game, Volume 1","The Collected Stories of Stefan Zweig","The Complete Guide to Hunting, Butchering, and Cooking Wild Game, Volume 1","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32772","Amazon_359","0.7999999999999999",,"The Man Who Mistook His Wife for a Hat and Other Clinical Tales","The Man Who Mistook His Wife for a Hat and Other Clinical Tales","The Man Who Mistook His Wife for a Hat and Other Clinical Tales","The Man Who Mistook His Wife for a Hat and Other Clinical Tales","1.0","1.0","Oliver Sacks","Oliver W Sacks","Oliver Sacks","Oliver W Sacks","0.6666666666666666","0.6666666666666666","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30906","Amazon_3648","0.9999999999999999",,"The Art of War","The Art of War","The Art of War","The Art of War","1.0","1.0","Sun Tzu","Sun Tzu","Sun Tzu","Sun Tzu","1.0","1.0","Business","Business","Business","Business","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_12183","Amazon_10684","0.3",,"Berserk, Vol. 6","Berserk Volume 29","Berserk, Vol. 6","Berserk Volume 29","0.0","0.0","Kentaro Miura","Kentaro Miura","Kentaro Miura","Kentaro Miura","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
